lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_pl	full_cat_pl
næmur	lo	l	334	3629	409089	Þar að auki þykir hún hafa	næmt	nef fyrir ónýttum tækifærum.	Þar að auki þykir hún hafa	næmt	nef fyrir ónýttum tækifærum.	naiːmʏr	Lýsingarorð	adj.	4K																					næmur  --  næm -- næmt	næmari -- næmari -- næmara	næmastur -- næmust -- næmast			næmur.mp3	wrażliwy	przymiotnik
skjólstæðingur	kk	nk	334	3629	98833	Hún telur líklegt að mál	skjólstæðinga	sinna fari fyrir dóm.	Hún telur líklegt að mál	skjólstæðinga	sinna fari fyrir dóm.	scoulstaiðiŋkʏr	Nafnorð	m.	4K									skjólstæðing	skjólstæðingi	skjólstæðings	skjólstæðingar	skjólstæðinga	skjólstæðingum	skjólstæðinga											skjólstæðingur.mp3	klient	rzeczownik
bæjarbúi	kk	nk	333	3637.5	104992	Hún hafi verið farsæl í störfum og njóti vinsælda meðal	bæjarbúa	.	Hún hafi verið farsæl í störfum og njóti vinsælda meðal	bæjarbúa	.	paiːjarpuɪ	Nafnorð	m.	4K									bæjarbúa	bæjarbúa	bæjarbúa	bæjarbúar	bæjarbúa	bæjarbúum	bæjarbúa											bæjarbúi.mp3	mieszczanin	rzeczownik
bylgja	kvk	nv	333	3637.5	16714	Búist er við annarri	bylgju	um næstu helgi.	Búist er við annarri	bylgju	um næstu helgi.	pɪlca	Nafnorð	f.	4K									bylgju	bylgju	bylgju	bylgjur	bylgjur	bylgjum	bylgna											bylgja.mp3	fala	rzeczownik
ending	kvk	nv	333	3637.5	11452	Að	endingu	verður síðan kosið á milli tveggja efstu borganna.	Að	endingu	verður síðan kosið á milli tveggja efstu borganna.	ɛntiŋ	Nafnorð	f.	4K									endingu	endingu	endingar	endingar	endingar	endingum	endinga											ending.mp3	koniec, zakończenie; trwałość	rzeczownik
eyrir	kk	nk	333	3637.5	4736	Stóra spurningin er hvað við gerum við þessa	aura	.	Stóra spurningin er hvað við gerum við þessa	aura	.	eiːrɪr	Nafnorð	m.	4K									eyri	eyri	eyris	aurar	aura	aurum	aura											eyrir.mp3	grosz	rzeczownik
hjúskapur	kk	nk	333	3637.5	81056	Einstaklingar eru talsvert yngri við stofnun sambúðar en	hjúskapar	.	Einstaklingar eru talsvert yngri við stofnun sambúðar en	hjúskapar	.	çuːskapʏr	Nafnorð	m.	4K									hjúskap	hjúskap	hjúskapar															hjúskapur.mp3	związek małżeński	rzeczownik
myndarlegur	lo	l	333	3637.5	391217	Þetta var	myndarlegur	drengur og heilsast móður og syni vel.	Þetta var	myndarlegur	drengur og heilsast móður og syni vel.	mɪntarlɛɣʏr	Lýsingarorð	adj.	4K																					myndarlegur  --  myndarleg -- myndarlegt	myndarlegri -- myndarlegri -- myndarlegra	myndarlegastur -- myndarlegust -- myndarlegast			myndarlegur.mp3	przystojny	przymiotnik
mynt	kvk	nv	333	3637.5	10387		Myntir	af þessu tagi eru afar sjaldgæfar en þó ekki óþekktar.		Myntir	af þessu tagi eru afar sjaldgæfar en þó ekki óþekktar.	mɪn̥t	Nafnorð	f.	4K									mynt	mynt	myntar	myntir	myntir	myntum	mynta											mynt.mp3	moneta	rzeczownik
sjónvarpsstöð	kvk	nv	333	3637.5	116907	Myndirnar verða sýndar á hérlendum	sjónvarpsstöðvum	á næstu vikum.	Myndirnar verða sýndar á hérlendum	sjónvarpsstöðvum	á næstu vikum.	sjounvar̥pstœð	Nafnorð	f.	4K									sjónvarpsstöð	sjónvarpsstöð	sjónvarpsstöðvar	sjónvarpsstöðvar	sjónvarpsstöðvar	sjónvarpsstöðvum	sjónvarpsstöðva											sjónvarpsstöð.mp3	stacja telewizyjna	rzeczownik
sneið	kvk	nv	333	3637.5	10199	Hann fékk væna	sneið	af geit í jólamatinn.	Hann fékk væna	sneið	af geit í jólamatinn.	stneiːð	Nafnorð	f.	4K									sneið	sneið	sneiðar	sneiðar	sneiðar	sneiðum	sneiða											sneið.mp3	plasterek	rzeczownik
sveigjanleiki	kk	nk	333	3637.5	115482	Hann segir þörf á	sveigjanleika	í kerfinu.	Hann segir þörf á	sveigjanleika	í kerfinu.	sveiːjanleicɪ	Nafnorð	m.	4K									sveigjanleika	sveigjanleika	sveigjanleika															sveigjanleiki.mp3	elastyczność	rzeczownik
vélstjóri	kk	nk	333	3637.5	112553	Samningur er í gildi á milli	vélstjóra	og útvegsmanna.	Samningur er í gildi á milli	vélstjóra	og útvegsmanna.	vjɛlstjourɪ	Nafnorð	m.	4K									vélstjóra	vélstjóra	vélstjóra	vélstjórar	vélstjóra	vélstjórum	vélstjóra											vélstjóri.mp3	inżynier, mechanik	rzeczownik
þjóðlegur	lo	l	333	3637.5	392260	Og virtust heimilismenn ánægðir með þessa	þjóðlegu	heimsókn.	Og virtust heimilismenn ánægðir með þessa	þjóðlegu	heimsókn.	θjouðlɛɣʏr	Lýsingarorð	adj.	4K																					þjóðlegur  --  þjóðleg -- þjóðlegt	þjóðlegri -- þjóðlegri -- þjóðlegra	þjóðlegastur -- þjóðlegust -- þjóðlegast			þjóðlegur.mp3	krajowy	przymiotnik
einkennilegur	lo	l	332	3646.5	390332	En okkur finnst þetta dálítið	einkennilegt	.	En okkur finnst þetta dálítið	einkennilegt	.	eiɲcʰɛnɪlɛɣʏr	Lýsingarorð	adj.	4K																					einkennilegur  --  einkennileg -- einkennilegt	einkennilegri -- einkennilegri -- einkennilegra	einkennilegastur -- einkennilegust -- einkennilegast			einkennilegur.mp3	osobliwy, specyficzny	przymiotnik
höll	kvk	nv	332	3646.5	417679	Kostnaður við	höllina	er um 500 milljónir króna.	Kostnaður við	höllina	er um 500 milljónir króna.	hœtl̥	Nafnorð	f.	4K									höll	höll	hallar	hallir	hallir	höllum	halla											höll.mp3	pałac	rzeczownik
innganga	kvk	nv	332	3646.5	458917	Hópur mótmælenda reyndi að varna ráðherrum	inngöngu	í húsið.	Hópur mótmælenda reyndi að varna ráðherrum	inngöngu	í húsið.	ɪnkauŋka	Nafnorð	f.	4K									inngöngu	inngöngu	inngöngu															innganga.mp3	wejście	rzeczownik
lofthjúpur	kk	nk	332	3646.5	89768	Ekki er talið líklegt að aska berist upp í	lofthjúpinn	.	Ekki er talið líklegt að aska berist upp í	lofthjúpinn	.	lɔftçupʏr	Nafnorð	m.	4K									lofthjúp	lofthjúp	lofthjúps	lofthjúpar	lofthjúpa	lofthjúpum	lofthjúpa											lofthjúpur.mp3	atmosfera	rzeczownik
lykilatriði	hk	nh	332	3646.5	17241	Það er	lykilatriði	í málinu.	Það er	lykilatriði	í málinu.	lɪːcɪlatrɪðɪ	Nafnorð	n.	4K									lykilatriði	lykilatriði	lykilatriðis	lykilatriði	lykilatriði	lykilatriðum	lykilatriða											lykilatriði.mp3	główny punkt	rzeczownik
prófkjör	hk	nh	332	3646.5	40930	Ríflega 1500 manns greiddu atkvæði í	prófkjörinu	.	Ríflega 1500 manns greiddu atkvæði í	prófkjörinu	.	pʰrouvcʰœr	Nafnorð	n.	4K									prófkjör	prófkjöri	prófkjörs	prófkjör	prófkjör	prófkjörum	prófkjöra											prófkjör.mp3	wybory podstawowe	rzeczownik
framtíðarsýn	kvk	nv	331	3652.5	125713	Fólkið vilji	framtíðarsýn	og hana þurfi sjálfstæðismenn að leggja betur fram.	Fólkið vilji	framtíðarsýn	og hana þurfi sjálfstæðismenn að leggja betur fram.	framtʰiðar̥sin	Nafnorð	f.	4K									framtíðarsýn	framtíðarsýn	framtíðarsýnar	framtíðarsýnir	framtíðarsýnir	framtíðarsýnum	framtíðarsýna											framtíðarsýn.mp3	wizja	rzeczownik
sjúkur	lo	l	331	3652.5	409102	Það ber að tryggja	sjúkum	nauðsynlega læknisaðstoð.	Það ber að tryggja	sjúkum	nauðsynlega læknisaðstoð.	sjuːkʏr	Lýsingarorð	adj.	4K																					sjúkur  --  sjúk -- sjúkt	sjúkari -- sjúkari -- sjúkara	sjúkastur -- sjúkust -- sjúkast			sjúkur.mp3	chory	przymiotnik
umgjörð	kvk	nv	331	3652.5	326718	Mönnum væri frjálst að gagnrýna	umgjörð	hans.	Mönnum væri frjálst að gagnrýna	umgjörð	hans.	ʏmcœrð	Nafnorð	f.	4K									umgjörð	umgjörð	umgjarðar															umgjörð.mp3	ramka, rama	rzeczownik
útbreiddur	lo	l	331	3652.5	389617	Drykkja unglinga er hins vegar	útbreidd	um alla álfuna.	Drykkja unglinga er hins vegar	útbreidd	um alla álfuna.	uːtpreitʏr	Lýsingarorð	adj.	4K																					útbreiddur  --  útbreidd -- útbreitt	útbreiddari -- útbreiddari -- útbreiddara	útbreiddastur -- útbreiddust -- útbreiddast			útbreiddur.mp3	rozpowszechniony	przymiotnik
vændi	hk	nh	331	3652.5	4076	Það voru þrír einstaklingar handteknir grunaðir um kaup á	vændi	.	Það voru þrír einstaklingar handteknir grunaðir um kaup á	vændi	.	vaintɪ	Nafnorð	n.	4K									vændi	vændi	vændis															vændi.mp3	prostytucja	rzeczownik
þvottur	kk	nk	331	3652.5	313905	Já , það er mikill	þvottur	sem fylgir svo stóru heimili.	Já , það er mikill	þvottur	sem fylgir svo stóru heimili.	θvɔhtʏr	Nafnorð	m.	4K									þvott	þvotti	þvottar	þvottar	þvotta	þvottum	þvotta											þvottur.mp3	mycie	rzeczownik
ferðamannastaður	kk	nk	330	3658	82566	Mikið hefur verið rætt um gjaldtöku á vinsælustu	ferðamannastöðum	landsins.	Mikið hefur verið rætt um gjaldtöku á vinsælustu	ferðamannastöðum	landsins.	fɛrðamanastaðʏr	Nafnorð	m.	4K									ferðamannastað	ferðamannastað	ferðamannastaðar	ferðamannastaðir	ferðamannastaði	ferðamannastöðum	ferðamannastaða											ferðamannastaður.mp3	miejscowość turystyczna	rzeczownik
gjaldskrá	kvk	nv	330	3658	136281		Gjaldskráin	eigi að halda í við þróun almenns verðlags.		Gjaldskráin	eigi að halda í við þróun almenns verðlags.	caltskrau	Nafnorð	f.	4K									gjaldskrá	gjaldskrá	gjaldskrár	gjaldskrár	gjaldskrár	gjaldskrám	gjaldskráa											gjaldskrá.mp3	cło, cennik	rzeczownik
sígildur	lo	l	330	3658	179775	Eins og ofangreint sýnir er efling miðbæjarins	sígilt	viðfangsefni.	Eins og ofangreint sýnir er efling miðbæjarins	sígilt	viðfangsefni.	siːcɪltʏr	Lýsingarorð	adj.	4K																					sígildur  --  sígild -- sígilt	sígildari -- sígildari -- sígildara	sígildastur -- sígildust -- sígildast			sígildur.mp3	klaszyczny	przymiotnik
skarð	hk	nh	330	3658	3168		Skörðin	eru mismunandi alvarleg og hafa ýmsar afleiðingar.		Skörðin	eru mismunandi alvarleg og hafa ýmsar afleiðingar.	skarð	Nafnorð	n.	4K									skarð	skarði	skarðs	skörð	skörð	skörðum	skarða											skarð.mp3	pustka; rozstęp	rzeczownik
yfirheyrsla	kvk	nv	330	3658	146353	Maðurinn viðurkenndi við	yfirheyrslur	hjá lögreglu að hafa selt áfengi.	Maðurinn viðurkenndi við	yfirheyrslur	hjá lögreglu að hafa selt áfengi.	ɪːvɪrheir̥stla	Nafnorð	f.	4K									yfirheyrslu	yfirheyrslu	yfirheyrslu	yfirheyrslur	yfirheyrslur	yfirheyrslum	yfirheyrsla											yfirheyrsla.mp3	przesłuchanie	rzeczownik
breytileiki	kk	nk	329	3663.5	115117	Þessir	breytileikar	gætu hugsanlega útskýrt stóran hluta sjúkdómsins.	Þessir	breytileikar	gætu hugsanlega útskýrt stóran hluta sjúkdómsins.	preiːtɪleicɪ	Nafnorð	m.	4K									breytileika	breytileika	breytileika															breytileiki.mp3	zmienność	rzeczownik
kveðskapur	kk	nk	329	3663.5	81105		Kveðskapur	hans er tímalaus.		Kveðskapur	hans er tímalaus.	kʰvɛðskapʏr	Nafnorð	m.	4K									kveðskap	kveðskap	kveðskapar															kveðskapur.mp3	poezja	rzeczownik
lega	kvk	nv	329	3663.5	16286	Tillögur sveitarfélaganna á höfuðborgarsvæðinu um	legu	borgarlínu verða kynntar í haust.	Tillögur sveitarfélaganna á höfuðborgarsvæðinu um	legu	borgarlínu verða kynntar í haust.	lɛːɣa	Nafnorð	f.	4K									legu	legu	legu	legur	legur	legum	legna											lega.mp3	sytuacja; choroba	rzeczownik
nýliðun	kvk	nv	329	3663.5	138781	Þetta myndi einnig opna fyrir	nýliðun	í greininni.	Þetta myndi einnig opna fyrir	nýliðun	í greininni.	niːlɪðʏn	Nafnorð	f.	4K									nýliðun	nýliðun	nýliðunar															nýliðun.mp3	rekrutacja	rzeczownik
skilmáli	kk	nk	329	3663.5	109611	Allir	skilmálar	haldast óbreyttir.	Allir	skilmálar	haldast óbreyttir.	scɪlmaulɪ	Nafnorð	m.	4K									skilmála	skilmála	skilmála	skilmálar	skilmála	skilmálum	skilmála											skilmáli.mp3	warunek	rzeczownik
tvöfalt	ao	a	329	3663.5	496294	Þetta er meira en	tvöfalt	meiri fjöldi en á meðal degi.	Þetta er meira en	tvöfalt	meiri fjöldi en á meðal degi.	tʰvœːfal̥t	Atviksorð	adv.	4K								tvöfalt																		tvöfalt.mp3	podwójnie	przysłówek
aðdáandi	kk	nk	328	3670.5	114821	Eftir það varð ég mikill	aðdáandi	.	Eftir það varð ég mikill	aðdáandi	.	aðtauantɪ	Nafnorð	m.	4K									aðdáanda	aðdáanda	aðdáanda	aðdáendur	aðdáendur	aðdáendum	aðdáenda											aðdáandi.mp3	wentylator	rzeczownik
fræðigrein	kvk	nv	328	3670.5	117088	Á síðunni verði einnig	fræðigreinar	og upplýsingar um viðeigandi hjálparstofnanir.	Á síðunni verði einnig	fræðigreinar	og upplýsingar um viðeigandi hjálparstofnanir.	fraiːðɪkrein	Nafnorð	f.	4K									fræðigrein	fræðigrein	fræðigreinar	fræðigreinar	fræðigreinar	fræðigreinum	fræðigreina											fræðigrein.mp3	dyscyplina	rzeczownik
gleypa	so	s	328	3670.5	434779	Maður vill helst að jörðin	gleypi	sig á slíkum augnablikum.	Maður vill helst að jörðin	gleypi	sig á slíkum augnablikum.	kleiːpa	Sagnorð	v.	4K	gleypi	gleypir	gleypir	gleypti	gleyptir	gleypti	gleypt																			gleypa.mp3	połknąć	czasownik
leggur	kk	nk	328	3670.5	5746	Nánast engir ungar hafa komist á	legg	.	Nánast engir ungar hafa komist á	legg	.	lɛkʏr	Nafnorð	m.	4K									legg	legg	leggjar	leggir	leggi	leggjum	leggja											leggur.mp3	noga	rzeczownik
loftslagsbreyting	kvk	nv	328	3670.5	132489	En fullyrt er að	loftslagsbreytingar	undanfarinna áratuga séu af mannavöldum.	En fullyrt er að	loftslagsbreytingar	undanfarinna áratuga séu af mannavöldum.	lɔftstlaxspreitiŋk	Nafnorð	f.	4K									loftslagsbreytingu	loftslagsbreytingu	loftslagsbreytingar	loftslagsbreytingar	loftslagsbreytingar	loftslagsbreytingum	loftslagsbreytinga											loftslagsbreyting.mp3	zmiana klimatu	rzeczownik
misnotkun	kvk	nv	328	3670.5	138967	Engar vísbendingar séu þó um stórfellda	misnotkun	á atvinnuleysisbótakerfinu.	Engar vísbendingar séu þó um stórfellda	misnotkun	á atvinnuleysisbótakerfinu.	mɪːstnɔtkʏn	Nafnorð	f.	4K									misnotkun	misnotkun	misnotkunar															misnotkun.mp3	nadużycie; znęcanie się	rzeczownik
snöggur	lo	l	328	3670.5	168348	Þetta er mjög	snöggt	hlaup.	Þetta er mjög	snöggt	hlaup.	stnœkʏr	Lýsingarorð	adj.	4K																					snöggur  --  snögg -- snöggt	sneggri -- sneggri -- sneggra	sneggstur -- sneggst -- sneggst			snöggur.mp3	szybki	przymiotnik
þjá	so	s	328	3670.5	436200	Þar segir að konan	þjáist	af alvarlegri ofkælingu.	Þar segir að konan	þjáist	af alvarlegri ofkælingu.	θjauː	Sagnorð	v.	4K	þjái	þjáir	þjáir	þjáði	þjáðir	þjáði	þjáð																			þjá.mp3	boleć; cierpieć	czasownik
glöggur	lo	l	327	3677.5	168349	Svo staðan var nokkuð	glögg	og örugg.	Svo staðan var nokkuð	glögg	og örugg.	klœkʏr	Lýsingarorð	adj.	4K																					glöggur  --  glögg -- glöggt	gleggri -- gleggri -- gleggra	gleggstur -- gleggst -- gleggst			glöggur.mp3	jasny	przymiotnik
lakur	lo	l	327	3677.5	409073	Það er nokkuð	lakari	kjörsókn en í undanförnum kosningum.	Það er nokkuð	lakari	kjörsókn en í undanförnum kosningum.	laːkʏr	Lýsingarorð	adj.	4K																					lakur  --  lök -- lakt	lakari -- lakari -- lakara	lakastur -- lökust -- lakast			lakur.mp3	biedny	przymiotnik
meðfylgjandi	lo	l	327	3677.5	170540		Meðfylgjandi	er ársskýrsla umferðardeildar lögreglunnar á höfuðborgarsvæðinu.		Meðfylgjandi	er ársskýrsla umferðardeildar lögreglunnar á höfuðborgarsvæðinu.	mɛðfɪlcantɪ	Lýsingarorð	adj.	4K																					meðfylgjandi  --  meðfylgjandi -- meðfylgjandi					meðfylgjandi.mp3	następujący	przymiotnik
sveppur	kk	nk	327	3677.5	6858	Nú er sá tími ársins að slíkir	sveppir	skjóta upp kollinum.	Nú er sá tími ársins að slíkir	sveppir	skjóta upp kollinum.	svɛhpʏr	Nafnorð	m.	4K									svepp	svepp	svepps	sveppir	sveppi	sveppum	sveppa											sveppur.mp3	grzyb	rzeczownik
uppreisn	kvk	nv	327	3677.5	125762		Uppreisn	er hafin í borginni.		Uppreisn	er hafin í borginni.	ʏhpreistn̥	Nafnorð	f.	4K									uppreisn	uppreisn	uppreisnar	uppreisnir	uppreisnir	uppreisnum	uppreisna											uppreisn.mp3	bunt	rzeczownik
veiki	kvk	nv	327	3677.5	11118		Veikin	hefur aldrei fundist á þessum svæðum.		Veikin	hefur aldrei fundist á þessum svæðum.	veiːcɪ	Nafnorð	f.	4K									veiki	veiki	veiki	veikir	veikir	veikjum	veikja											veiki.mp3	choroba	rzeczownik
bandalag	hk	nh	326	3684	42697	Í gagnrýninni segir að	bandalagið	vinni án tillits til heildarhagsmuna öryrkja.	Í gagnrýninni segir að	bandalagið	vinni án tillits til heildarhagsmuna öryrkja.	pantalaɣ	Nafnorð	n.	4K									bandalag	bandalagi	bandalags	bandalög	bandalög	bandalögum	bandalaga											bandalag.mp3	unia, zjednoczenie	rzeczownik
eðlisfræði	kvk	nv	326	3684	130311	Á morgun verða veitt verðlaun fyrir	eðlisfræði	og efnafræði á miðvikudaginn.	Á morgun verða veitt verðlaun fyrir	eðlisfræði	og efnafræði á miðvikudaginn.	ɛðlɪsfraiðɪ	Nafnorð	f.	4K									eðlisfræði	eðlisfræði	eðlisfræði															eðlisfræði.mp3	fizyka	rzeczownik
fyrirsjáanlegur	lo	l	326	3684	390559	Engar vísbendingar eru um viðsnúning í	fyrirsjáanlegri	framtíð.	Engar vísbendingar eru um viðsnúning í	fyrirsjáanlegri	framtíð.	fɪːrɪr̥sjauanlɛɣʏr	Lýsingarorð	adj.	4K																					fyrirsjáanlegur  --  fyrirsjáanleg -- fyrirsjáanlegt	fyrirsjáanlegri -- fyrirsjáanlegri -- fyrirsjáanlegra	fyrirsjáanlegastur -- fyrirsjáanlegust -- fyrirsjáanlegast			fyrirsjáanlegur.mp3	przewidywalny	przymiotnik
kjarkur	kk	nk	326	3684	6003	En það þarf	kjark	til þess að breyta núverandi ástandi.	En það þarf	kjark	til þess að breyta núverandi ástandi.	cʰar̥kʏr	Nafnorð	m.	4K									kjark	kjarki	kjarks															kjarkur.mp3	odwaga	rzeczownik
læti	hk	nh	326	3684	2330	Það eru engin	læti	í jólatrénu.	Það eru engin	læti	í jólatrénu.	laiːtɪ	Nafnorð	n.	4K												læti	læti	látum	láta											læti.mp3	hałas	rzeczownik
sóknarprestur	kk	nk	326	3684	94008		Sóknarprestur	á Ísafirði segir bæjarbúa slegnir vegna málsins.		Sóknarprestur	á Ísafirði segir bæjarbúa slegnir vegna málsins.	souhknar̥pʰrɛstʏr	Nafnorð	m.	4K									sóknarprest	sóknarpresti	sóknarprests	sóknarprestar	sóknarpresta	sóknarprestum	sóknarpresta											sóknarprestur.mp3	proboszcz	rzeczownik
uppboð	hk	nh	326	3684	20802	Samhliða	uppboðinu	verður haldin ráðstefna um íslenska listamenn.	Samhliða	uppboðinu	verður haldin ráðstefna um íslenska listamenn.	ʏhpɔð	Nafnorð	n.	4K									uppboð	uppboði	uppboðs	uppboð	uppboð	uppboðum	uppboða											uppboð.mp3	Aukcja	rzeczownik
aðsókn	kvk	nv	325	3690.5	125512	Mikil	aðsókn	hefur verið á hátíðina.	Mikil	aðsókn	hefur verið á hátíðina.	aðsouhkn̥	Nafnorð	f.	4K									aðsókn	aðsókn	aðsóknar															aðsókn.mp3	frekwencja	rzeczownik
efasemd	kvk	nv	325	3690.5	128368	Hún hafi sannarlega sínar	efasemdir	í þeim efnum.	Hún hafi sannarlega sínar	efasemdir	í þeim efnum.	ɛːvasɛmt	Nafnorð	f.	4K									efasemd	efasemd	efasemdar	efasemdir	efasemdir	efasemdum	efasemda											efasemd.mp3	wątpliwość	rzeczownik
ókei	ao	a	325	3690.5	498573	En	ókei	, ég hef ekki hugmynd um hvað gerist næst.	En	ókei	, ég hef ekki hugmynd um hvað gerist næst.	ouːkei	Atviksorð	adv.	4K								ókei																		ókei.mp3	okej, dobrze	przysłówek
rauðvín	hk	nh	325	3690.5	71896	Í vínbúðinni í Austurstræti kostar dýrasta	rauðvínið	tæpar tuttugu þúsund krónur.	Í vínbúðinni í Austurstræti kostar dýrasta	rauðvínið	tæpar tuttugu þúsund krónur.	rœiðvin	Nafnorð	n.	4K									rauðvín	rauðvíni	rauðvíns	rauðvín	rauðvín	rauðvínum	rauðvína											rauðvín.mp3	czerwone wino	rzeczownik
veldi	hk	nh	325	3690.5	3986		Veldi	Bandaríkjanna Bandaríkin eru risaveldi okkar tíma.		Veldi	Bandaríkjanna Bandaríkin eru risaveldi okkar tíma.	vɛltɪ	Nafnorð	n.	4K									veldi	veldi	veldis	veldi	veldi	veldum	velda											veldi.mp3	władza	rzeczownik
verkfæri	hk	nh	325	3690.5	30350	Starfsmenn borgarinnar leggja til	verkfæri	og sjá um verkstjórn.	Starfsmenn borgarinnar leggja til	verkfæri	og sjá um verkstjórn.	vɛr̥kfairɪ	Nafnorð	n.	4K									verkfæri	verkfæri	verkfæris	verkfæri	verkfæri	verkfærum	verkfæra											verkfæri.mp3	narzędzie	rzeczownik
forskot	hk	nh	324	3697.5	60964	Starfsmenn Þjóðhátíðarinnar fengu	forskot	á sæluna.	Starfsmenn Þjóðhátíðarinnar fengu	forskot	á sæluna.	fɔr̥skɔt	Nafnorð	n.	4K									forskot	forskoti	forskots	forskot	forskot	forskotum	forskota											forskot.mp3	korzyść	rzeczownik
heimta	so	s	324	3697.5	420736	Í eina tíð	heimtuðu	menn lífeyrissjóð fyrir alla landsmenn.	Í eina tíð	heimtuðu	menn lífeyrissjóð fyrir alla landsmenn.	heim̥ta	Sagnorð	v.	4K	heimta	heimtar	heimtar	heimtaði	heimtaðir	heimtaði	heimtað																			heimta.mp3	domagać się	czasownik
heimta	so	s	324	3697.5	477418	Fyrir þetta segir bóndinn að Umhverfisstofnun	heimti	nú 38.000 krónur.	Fyrir þetta segir bóndinn að Umhverfisstofnun	heimti	nú 38.000 krónur.	heim̥ta	Sagnorð	v.	4K	heimti	heimtir	heimtir	heimti	heimtir	heimti	heimt																			heimta.mp3	domagać się	czasownik
hvalveiði	kvk	nv	324	3697.5	467874	Samtökin eru ósátt við	hvalveiðar	Íslendinga.	Samtökin eru ósátt við	hvalveiðar	Íslendinga.	kʰvalveiðɪ	Nafnorð	f.	4K									hvalveiði	hvalveiði	hvalveiði	hvalveiðar	hvalveiðar	hvalveiðum	hvalveiða											hvalveiði.mp3	wielorybnictwo	rzeczownik
jafnaðarmaður	kk	nk	324	3697.5	88207	Íslenskir	jafnaðarmenn	hafa aldrei legið lægri.	Íslenskir	jafnaðarmenn	hafa aldrei legið lægri.	japnaðarmaðʏr	Nafnorð	m.	4K									jafnaðarmann	jafnaðarmanni	jafnaðarmanns	jafnaðarmenn	jafnaðarmenn	jafnaðarmönnum	jafnaðarmanna											jafnaðarmaður.mp3	Socjaldemokrata	rzeczownik
kista	kvk	nv	324	3697.5	16259		Kistan	fannst í grafhýsi undir kirkju í Róm.		Kistan	fannst í grafhýsi undir kirkju í Róm.	cʰɪsta	Nafnorð	f.	4K									kistu	kistu	kistu	kistur	kistur	kistum	kistna											kista.mp3	skrzynia	rzeczownik
lof	hk	nh	324	3697.5	2289	Leikurinn hefur nú þegar fengið mikið	lof	í erlendum fjölmiðlum.	Leikurinn hefur nú þegar fengið mikið	lof	í erlendum fjölmiðlum.	lɔːv	Nafnorð	n.	4K									lof	lofi	lofs															lof.mp3	pochwała	rzeczownik
sæmilega	ao	a	324	3697.5	497958	Hann segist vera	sæmilega	bjartsýnn á framhaldið.	Hann segist vera	sæmilega	bjartsýnn á framhaldið.	saiːmɪlɛɣa	Atviksorð	adv.	4K																								sæmilegar	sæmilegast	sæmilega.mp3	dość, całkiem	przysłówek
umhugsun	kvk	nv	324	3697.5	137229	Bókin mín er hægari og vekur mann meira til	umhugsunar	.	Bókin mín er hægari og vekur mann meira til	umhugsunar	.	ʏmhʏksʏn	Nafnorð	f.	4K									umhugsun	umhugsun	umhugsunar	umhugsanir	umhugsanir	umhugsunum	umhugsana											umhugsun.mp3	kontemplacja, uwzględnienie	rzeczownik
ávarp	hk	nh	323	3705.5	466310	Forseti Íslands flutti líka	ávarp	á stofnfundinum í gær.	Forseti Íslands flutti líka	ávarp	á stofnfundinum í gær.	auːvar̥p	Nafnorð	n.	4K									ávarp	ávarpi	ávarps	ávörp	ávörp	ávörpum	ávarpa											ávarp.mp3	mowa, przemówienie	rzeczownik
endir	kk	nk	323	3705.5	4408	Þetta sé þó bara upphafið af	endinum	.	Þetta sé þó bara upphafið af	endinum	.	ɛntɪr	Nafnorð	m.	4K									endi	endi	endis	endar	enda	endum	enda											endir.mp3	koniec	rzeczownik
gönguferð	kvk	nv	323	3705.5	126165	Hann skrifaði bók um	gönguferðina	og fólkið sem hann kynntist.	Hann skrifaði bók um	gönguferðina	og fólkið sem hann kynntist.	kœiŋkʏfɛrð	Nafnorð	f.	4K									gönguferð	gönguferð	gönguferðar	gönguferðir	gönguferðir	gönguferðum	gönguferða											gönguferð.mp3	spacer, rajd pieszy	rzeczownik
heiði	kvk	nv	323	3705.5	190509	Á Vestfjörðum er víða hálka á	heiðum	.	Á Vestfjörðum er víða hálka á	heiðum	.	heiːðɪ	Nafnorð	f.	4K									heiði	heiði	heiðar	heiðar	heiðar	heiðum	heiða											heiði.mp3	górska droga	rzeczownik
hljóður	lo	l	323	3705.5	388617	Og kennarar hafa bara beðið ,	hljóðir	og þolinmóðir.	Og kennarar hafa bara beðið ,	hljóðir	og þolinmóðir.	l̥jouːðʏr	Lýsingarorð	adj.	4K																					hljóður  --  hljóð -- hljótt	hljóðari -- hljóðari -- hljóðara	hljóðastur -- hljóðust -- hljóðast			hljóður.mp3	cichy, spokojny	przymiotnik
